Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,Team,Deleted,Season,Race
COL,101.677,1.0,1.0,,39.913,36.612,MEDIUM,Alpine,False,2025,United Arab Emirates
HAM,86.869,1.0,1.0,,41.634,17.521,SOFT,Ferrari,False,2025,Brazil
COL,107.783,1.0,1.0,,33.757,50.852,SOFT,Alpine,False,2025,Austria
NOR,84.658,1.0,1.0,,32.807,24.069,SOFT,McLaren,False,2025,Spain
OCO,90.156,1.0,1.0,,26.562,32.713,HARD,Haas F1 Team,False,2025,Canada
OCO,145.769,1.0,1.0,,26.46,67.938,INTERMEDIATE,Haas F1 Team,False,2025,Australia
TSU,106.739,1.0,1.0,,41.697,34.364,MEDIUM,Red Bull Racing,False,2025,United States
NOR,93.952,1.0,1.0,,38.68,34.027,MEDIUM,McLaren,False,2025,United Arab Emirates
TSU,110.476,1.0,1.0,,40.335,39.397,SOFT,Red Bull Racing,False,2025,Monaco
HAM,108.827,1.0,1.0,,42.254,29.916,INTERMEDIATE,Ferrari,False,2025,United Kingdom
ALB,106.629,1.0,1.0,,44.973,24.627,SOFT,Williams,False,2025,Bahrain
COL,86.77,1.0,1.0,,28.947,23.92,SOFT,Alpine,False,2025,Netherlands
ALO,138.128,1.0,1.0,,34.869,62.039,MEDIUM,Aston Martin,False,2025,Saudi Arabia
NOR,102.447,1.0,1.0,,40.436,33.432,MEDIUM,McLaren,False,2025,United States
PIA,86.141,1.0,1.0,,38.34,21.619,MEDIUM,McLaren,False,2025,Monaco
HAM,95.868,1.0,1.0,,31.236,26.411,SOFT,Ferrari,False,2025,Qatar
LEC,101.677,1.0,1.0,,40.22,33.272,SOFT,Ferrari,False,2025,United States
ALB,105.273,1.0,1.0,,31.861,43.138,MEDIUM,Williams,False,2025,China
NOR,90.12,1.0,1.0,,31.396,23.329,MEDIUM,McLaren,False,2025,Hungary
NOR,87.43,1.0,1.0,,29.911,27.903,MEDIUM,McLaren,False,2025,Italy
OCO,93.184,1.0,1.0,,31.35,29.494,HARD,Haas F1 Team,False,2025,Italy
NOR,100.424,1.0,1.0,,42.491,23.969,SOFT,McLaren,False,2025,Bahrain
HAD,109.417,1.0,1.0,,45.319,28.722,SOFT,Racing Bulls,False,2025,Singapore
GAS,102.427,1.0,1.0,,43.741,18.747,MEDIUM,Alpine,False,2025,Japan
HUL,100.987,1.0,1.0,,39.975,36.213,SOFT,Kick Sauber,False,2025,United Arab Emirates
OCO,89.926,1.0,1.0,,39.394,21.91,MEDIUM,Haas F1 Team,False,2025,Monaco
ALO,105.786,1.0,1.0,,44.353,24.669,MEDIUM,Aston Martin,False,2025,Bahrain
BOR,144.063,1.0,1.0,,23.185,70.345,INTERMEDIATE,Kick Sauber,False,2025,Australia
RUS,124.644,1.0,1.0,,21.03,58.93,INTERMEDIATE,Mercedes,False,2025,Australia
HUL,107.315,1.0,1.0,,42.01,34.689,MEDIUM,Kick Sauber,False,2025,United States
STR,98.448,1.0,1.0,,40.53,22.199,SOFT,Aston Martin,False,2025,Mexico
COL,88.837,1.0,1.0,,26.82,32.331,MEDIUM,Alpine,False,2025,Canada
STR,110.361,1.0,1.0,,43.074,34.806,SOFT,Aston Martin,False,2025,United States
COL,207.44,1.0,1.0,,62.702,44.679,INTERMEDIATE,Alpine,False,2025,Belgium
BOR,90.149,1.0,1.0,,30.99,28.607,MEDIUM,Kick Sauber,False,2025,Italy
STR,98.018,1.0,1.0,,42.088,23.312,HARD,Aston Martin,False,2025,Monaco
LAW,81.83,1.0,1.0,,39.63,17.049,SOFT,Racing Bulls,False,2025,Brazil
RUS,82.173,1.0,1.0,,39.578,16.902,MEDIUM,Mercedes,False,2025,Brazil
LEC,128.48,1.0,1.0,,20.69,62.574,INTERMEDIATE,Ferrari,False,2025,Australia
LEC,86.403,1.0,1.0,,33.579,21.305,SOFT,Ferrari,False,2025,Mexico
VER,87.159,1.0,1.0,,29.088,28.517,MEDIUM,Red Bull Racing,False,2025,Italy
GAS,95.676,1.0,1.0,,29.724,28.616,HARD,Alpine,False,2025,Italy
LEC,101.332,1.0,1.0,,43.164,24.036,MEDIUM,Ferrari,False,2025,Bahrain
SAI,104.206,1.0,1.0,,44.306,18.714,MEDIUM,Williams,False,2025,Japan
VER,91.677,1.0,1.0,,38.489,32.363,MEDIUM,Red Bull Racing,False,2025,United Arab Emirates
LEC,101.677,1.0,1.0,,40.22,33.272,SOFT,Ferrari,False,2025,United States
PIA,83.939,1.0,1.0,,25.016,31.133,MEDIUM,McLaren,False,2025,Canada
TSU,130.655,1.0,1.0,,21.598,63.68,INTERMEDIATE,Racing Bulls,False,2025,Australia
COL,99.953,1.0,1.0,,34.371,21.992,HARD,Alpine,False,2025,Mexico
GAS,93.673,1.0,1.0,,30.762,25.848,MEDIUM,Alpine,False,2025,Qatar
VER,123.217,1.0,1.0,,29.566,57.946,MEDIUM,Red Bull Racing,False,2025,Saudi Arabia
COL,110.067,1.0,1.0,,42.851,35.088,MEDIUM,Alpine,False,2025,United States
SAI,129.277,1.0,1.0,,45.523,41.193,MEDIUM,Williams,False,2025,Azerbaijan
SAI,211.318,1.0,1.0,,59.487,44.051,INTERMEDIATE,Williams,False,2025,Belgium
BEA,107.687,1.0,1.0,,31.818,44.06,HARD,Haas F1 Team,False,2025,China
ANT,79.069,1.0,1.0,,38.163,17.048,SOFT,Mercedes,False,2025,Brazil
PIA,104.08,1.0,1.0,,40.876,33.932,MEDIUM,McLaren,False,2025,United States
HAD,93.477,1.0,1.0,,32.391,24.18,MEDIUM,Racing Bulls,False,2025,Hungary
ALO,88.761,1.0,1.0,,34.254,24.974,SOFT,Aston Martin,False,2025,Spain
TSU,106.739,1.0,1.0,,41.697,34.364,MEDIUM,Red Bull Racing,False,2025,United States
BEA,149.915,1.0,1.0,,63.811,37.629,HARD,Haas F1 Team,False,2025,Azerbaijan
ANT,94.415,1.0,1.0,,33.158,23.928,MEDIUM,Mercedes,False,2025,Hungary
RUS,95.453,1.0,1.0,,39.053,33.89,MEDIUM,Mercedes,False,2025,United Arab Emirates
DOO,148.383,1.0,1.0,,41.751,63.695,MEDIUM,Alpine,False,2025,Saudi Arabia
ALB,92.851,1.0,1.0,,31.206,29.271,HARD,Williams,False,2025,Italy
BEA,89.938,1.0,1.0,,26.477,32.788,MEDIUM,Haas F1 Team,False,2025,Canada
VER,79.68,1.0,1.0,,26.612,22.797,SOFT,Red Bull Racing,False,2025,Netherlands
ALO,218.679,1.0,1.0,,61.18,36.143,INTERMEDIATE,Aston Martin,False,2025,Belgium
ALO,137.178,1.0,1.0,,22.171,67.034,INTERMEDIATE,Aston Martin,False,2025,Australia
TSU,93.614,1.0,1.0,,33.422,24.875,MEDIUM,Red Bull Racing,False,2025,Spain
OCO,106.156,1.0,1.0,,44.392,24.711,SOFT,Haas F1 Team,False,2025,Bahrain
STR,106.646,1.0,1.0,,32.225,43.369,HARD,Aston Martin,False,2025,China
NOR,88.861,1.0,1.0,,31.326,36.909,MEDIUM,McLaren,False,2025,Austria
COL,96.986,1.0,1.0,,33.886,24.612,MEDIUM,Alpine,False,2025,Hungary
GAS,101.281,1.0,1.0,,39.729,36.496,MEDIUM,Alpine,False,2025,United Arab Emirates
RUS,88.907,1.0,1.0,,30.234,28.243,MEDIUM,Mercedes,False,2025,Italy
TSU,114.268,1.0,1.0,,35.103,55.96,MEDIUM,Red Bull Racing,False,2025,Austria
HAD,91.619,1.0,1.0,,35.981,22.347,MEDIUM,Racing Bulls,False,2025,Mexico
RUS,94.077,1.0,1.0,,40.601,22.289,HARD,Mercedes,False,2025,Monaco
ANT,105.269,1.0,1.0,,41.377,33.991,MEDIUM,Mercedes,False,2025,United States
BEA,94.986,1.0,1.0,,31.363,26.086,MEDIUM,Haas F1 Team,False,2025,Qatar
STR,91.602,1.0,1.0,,26.575,32.764,HARD,Aston Martin,False,2025,Canada
HAM,103.181,1.0,1.0,,40.721,33.679,MEDIUM,Ferrari,False,2025,United States
ANT,90.716,1.0,1.0,,29.876,25.717,MEDIUM,Mercedes,False,2025,Qatar
OCO,201.517,1.0,1.0,,67.371,47.321,INTERMEDIATE,Haas F1 Team,False,2025,Belgium
ANT,216.399,1.0,1.0,,59.266,39.511,INTERMEDIATE,Mercedes,False,2025,Belgium
RUS,134.241,1.0,1.0,,51.124,38.639,HARD,Mercedes,False,2025,Azerbaijan
RUS,88.429,1.0,1.0,,34.416,21.496,SOFT,Mercedes,False,2025,Mexico
HAM,103.181,1.0,1.0,,40.721,33.679,MEDIUM,Ferrari,False,2025,United States
STR,145.831,1.0,1.0,,40.767,62.454,HARD,Aston Martin,False,2025,Saudi Arabia
BEA,91.422,1.0,1.0,,27.18,23.101,HARD,Haas F1 Team,False,2025,Netherlands
SAI,116.072,1.0,1.0,,48.436,29.803,MEDIUM,Williams,False,2025,Singapore
ALO,102.048,1.0,1.0,,44.081,18.415,MEDIUM,Aston Martin,False,2025,Japan
ALB,102.177,1.0,1.0,,32.657,46.687,MEDIUM,Williams,False,2025,Austria
ANT,103.008,1.0,1.0,,30.674,42.716,MEDIUM,Mercedes,False,2025,China
PIA,88.02,1.0,1.0,,30.32,23.249,MEDIUM,McLaren,False,2025,Hungary
GAS,86.382,1.0,1.0,,28.73,23.981,MEDIUM,Alpine,False,2025,Netherlands
LEC,127.865,1.0,1.0,,29.948,60.075,MEDIUM,Ferrari,False,2025,Saudi Arabia
SAI,107.312,1.0,1.0,,32.28,43.813,MEDIUM,Williams,False,2025,China
HUL,107.315,1.0,1.0,,42.01,34.689,MEDIUM,Kick Sauber,False,2025,United States
GAS,87.934,1.0,1.0,,34.3,24.572,SOFT,Alpine,False,2025,Spain
NOR,83.34,1.0,1.0,,37.264,21.219,MEDIUM,McLaren,False,2025,Monaco
STR,209.116,1.0,1.0,,62.5,43.867,INTERMEDIATE,Aston Martin,False,2025,Belgium
HUL,109.482,1.0,1.0,,45.95,25.269,SOFT,Kick Sauber,False,2025,Bahrain
RUS,88.907,1.0,1.0,,30.234,28.243,MEDIUM,Mercedes,False,2025,Italy
LAW,108.219,1.0,1.0,,41.928,34.975,MEDIUM,Racing Bulls,False,2025,United States
NOR,84.735,1.0,1.0,,32.159,20.902,SOFT,McLaren,False,2025,Mexico
PIA,120.807,1.0,1.0,,20.844,56.056,INTERMEDIATE,McLaren,False,2025,Australia
HAM,104.568,1.0,1.0,,44.052,24.672,MEDIUM,Ferrari,False,2025,Bahrain
ANT,105.269,1.0,1.0,,41.377,33.991,MEDIUM,Mercedes,False,2025,United States
HAD,87.567,1.0,1.0,,38.756,21.437,MEDIUM,Racing Bulls,False,2025,Monaco
VER,87.159,1.0,1.0,,29.088,28.517,MEDIUM,Red Bull Racing,False,2025,Italy
STR,100.31,1.0,1.0,,40.0,35.922,HARD,Aston Martin,False,2025,United Arab Emirates
PIA,90.706,1.0,1.0,,31.807,38.205,MEDIUM,McLaren,False,2025,Austria
ALO,84.077,1.0,1.0,,40.876,17.212,HARD,Aston Martin,False,2025,Brazil
BEA,106.874,1.0,1.0,,44.929,24.432,SOFT,Haas F1 Team,False,2025,Bahrain
RUS,81.852,1.0,1.0,,24.278,31.076,MEDIUM,Mercedes,False,2025,Canada
RUS,88.502,1.0,1.0,,30.379,23.283,MEDIUM,Mercedes,False,2025,Hungary
COL,148.905,1.0,1.0,,63.126,37.788,MEDIUM,Alpine,False,2025,Azerbaijan
BOR,109.461,1.0,1.0,,42.984,34.343,SOFT,Kick Sauber,False,2025,United States
ANT,142.352,1.0,1.0,,22.829,69.366,INTERMEDIATE,Mercedes,False,2025,Australia
COL,110.067,1.0,1.0,,42.851,35.088,MEDIUM,Alpine,False,2025,United States
PIA,78.622,1.0,1.0,,26.267,22.725,MEDIUM,McLaren,False,2025,Netherlands
HAM,90.49,1.0,1.0,,31.219,28.299,MEDIUM,Ferrari,False,2025,Italy
OCO,96.298,1.0,1.0,,31.09,26.665,MEDIUM,Haas F1 Team,False,2025,Qatar
TSU,115.167,1.0,1.0,,48.381,29.828,SOFT,Red Bull Racing,False,2025,Singapore
STR,110.757,1.0,1.0,,33.827,53.57,MEDIUM,Aston Martin,False,2025,Austria
BOR,146.219,1.0,1.0,,61.468,37.651,HARD,Kick Sauber,False,2025,Azerbaijan
NOR,136.024,1.0,1.0,,30.989,64.401,HARD,McLaren,False,2025,Saudi Arabia
SAI,102.77,1.0,1.0,,43.37,24.064,SOFT,Williams,False,2025,Bahrain
LEC,86.275,1.0,1.0,,33.173,24.382,SOFT,Ferrari,False,2025,Spain
LEC,84.481,1.0,1.0,,37.212,21.765,MEDIUM,Ferrari,False,2025,Monaco
ALB,116.94,1.0,1.0,,49.107,34.844,HARD,Williams,False,2025,United States
ALO,107.701,1.0,1.0,,42.042,34.736,MEDIUM,Aston Martin,False,2025,United States
TSU,195.676,1.0,1.0,,81.848,47.25,INTERMEDIATE,Red Bull Racing,False,2025,Belgium
VER,104.887,1.0,1.0,,43.146,28.617,SOFT,Red Bull Racing,False,2025,Singapore
PIA,87.615,1.0,1.0,,28.924,25.599,MEDIUM,McLaren,False,2025,Qatar
HUL,206.488,1.0,1.0,,62.84,45.333,INTERMEDIATE,Kick Sauber,False,2025,Belgium
OCO,91.228,1.0,1.0,,34.697,25.403,SOFT,Haas F1 Team,False,2025,Spain
TSU,90.188,1.0,1.0,,34.742,21.981,MEDIUM,Red Bull Racing,False,2025,Mexico
VER,103.877,1.0,1.0,,43.964,24.393,SOFT,Red Bull Racing,False,2025,Bahrain
VER,105.82,1.0,1.0,,41.707,28.921,INTERMEDIATE,Red Bull Racing,False,2025,United Kingdom
GAS,102.05,1.0,1.0,,42.9,24.192,SOFT,Alpine,False,2025,Bahrain
GAS,108.733,1.0,1.0,,42.211,34.772,MEDIUM,Alpine,False,2025,United States
ALB,89.443,1.0,1.0,,26.72,32.806,MEDIUM,Williams,False,2025,Canada
BOR,109.461,1.0,1.0,,42.984,34.343,SOFT,Kick Sauber,False,2025,United States
LEC,86.33,1.0,1.0,,25.593,31.605,HARD,Ferrari,False,2025,Canada
VER,100.212,1.0,1.0,,39.777,33.041,MEDIUM,Red Bull Racing,False,2025,United States
HAM,84.695,1.0,1.0,,25.117,31.434,MEDIUM,Ferrari,False,2025,Canada
VER,92.368,1.0,1.0,,32.379,23.649,MEDIUM,Red Bull Racing,False,2025,Hungary
ALB,156.417,1.0,1.0,,67.421,39.289,MEDIUM,Williams,False,2025,Azerbaijan
HAM,94.988,1.0,1.0,,33.267,24.035,HARD,Ferrari,False,2025,Hungary
HAM,132.883,1.0,1.0,,21.082,65.193,INTERMEDIATE,Ferrari,False,2025,Australia
BEA,101.275,1.0,1.0,,43.761,18.342,MEDIUM,Haas F1 Team,False,2025,Japan
STR,113.822,1.0,1.0,,47.622,29.178,SOFT,Aston Martin,False,2025,Singapore
HAD,104.196,1.0,1.0,,31.293,43.132,MEDIUM,Racing Bulls,False,2025,China
VER,128.681,1.0,1.0,,43.942,43.351,HARD,Red Bull Racing,False,2025,Azerbaijan
GAS,134.132,1.0,1.0,,21.554,65.755,INTERMEDIATE,Alpine,False,2025,Australia
VER,83.696,1.0,1.0,,32.318,24.013,SOFT,Red Bull Racing,False,2025,Spain
ANT,85.462,1.0,1.0,,29.202,23.412,MEDIUM,Mercedes,False,2025,Netherlands
HAM,87.187,1.0,1.0,,33.524,21.434,SOFT,Ferrari,False,2025,Mexico
ANT,91.686,1.0,1.0,,31.496,28.871,MEDIUM,Mercedes,False,2025,Italy
ALO,85.331,1.0,1.0,,25.305,31.593,MEDIUM,Aston Martin,False,2025,Canada
ALO,89.645,1.0,1.0,,30.38,28.63,MEDIUM,Aston Martin,False,2025,Italy
LAW,108.928,1.0,1.0,,31.237,43.426,HARD,Red Bull Racing,False,2025,China
BEA,201.972,1.0,1.0,,66.42,45.419,INTERMEDIATE,Haas F1 Team,False,2025,Belgium
VER,103.877,1.0,1.0,,43.964,24.393,SOFT,Red Bull Racing,False,2025,Bahrain
HAM,85.349,1.0,1.0,,32.96,24.259,SOFT,Ferrari,False,2025,Spain
GAS,100.322,1.0,1.0,,32.568,45.458,SOFT,Alpine,False,2025,Austria
BEA,110.644,1.0,1.0,,45.718,28.956,MEDIUM,Haas F1 Team,False,2025,Singapore
ALB,92.851,1.0,1.0,,31.206,29.271,HARD,Williams,False,2025,Italy
COL,94.322,1.0,1.0,,31.813,29.284,MEDIUM,Alpine,False,2025,Italy
TSU,85.506,1.0,1.0,,41.381,17.316,HARD,Red Bull Racing,False,2025,Brazil
HAD,139.951,1.0,1.0,,54.102,40.469,MEDIUM,Racing Bulls,False,2025,Azerbaijan
HAM,99.335,1.0,1.0,,39.82,35.449,SOFT,Ferrari,False,2025,United Arab Emirates
LAW,131.049,1.0,1.0,,47.39,40.504,MEDIUM,Racing Bulls,False,2025,Azerbaijan
HUL,94.968,1.0,1.0,,35.877,23.38,SOFT,Kick Sauber,False,2025,Mexico
ALB,90.384,1.0,1.0,,34.517,25.338,SOFT,Williams,False,2025,Spain
HAM,104.568,1.0,1.0,,44.052,24.672,MEDIUM,Ferrari,False,2025,Bahrain
LEC,94.202,1.0,1.0,,32.122,40.939,MEDIUM,Ferrari,False,2025,Austria
ALO,85.933,1.0,1.0,,28.863,23.637,MEDIUM,Aston Martin,False,2025,Netherlands
BOR,95.941,1.0,1.0,,39.142,33.99,MEDIUM,Kick Sauber,False,2025,United Arab Emirates
VER,100.212,1.0,1.0,,39.777,33.041,MEDIUM,Red Bull Racing,False,2025,United States
VER,119.392,1.0,1.0,,20.705,55.25,INTERMEDIATE,Red Bull Racing,False,2025,Australia
PIA,92.906,1.0,1.0,,38.376,32.983,HARD,McLaren,False,2025,United Arab Emirates
ANT,111.613,1.0,1.0,,42.82,30.063,INTERMEDIATE,Mercedes,False,2025,United Kingdom
LAW,93.554,1.0,1.0,,31.422,29.496,SOFT,Racing Bulls,False,2025,Italy
COL,86.575,1.0,1.0,,41.599,17.47,MEDIUM,Alpine,False,2025,Brazil
ALB,100.786,1.0,1.0,,43.689,18.305,MEDIUM,Williams,False,2025,Japan
ALB,97.045,1.0,1.0,,31.465,26.718,HARD,Williams,False,2025,Qatar
DOO,105.302,1.0,1.0,,44.379,18.854,SOFT,Alpine,False,2025,Japan
BEA,105.942,1.0,1.0,,41.451,34.422,MEDIUM,Haas F1 Team,False,2025,United States
ALO,92.053,1.0,1.0,,29.984,25.73,MEDIUM,Aston Martin,False,2025,Qatar
HAM,96.74,1.0,1.0,,32.125,43.25,MEDIUM,Ferrari,False,2025,Austria
TSU,137.485,1.0,1.0,,52.151,40.257,HARD,Red Bull Racing,False,2025,Azerbaijan
ALB,132.195,1.0,1.0,,21.334,65.027,INTERMEDIATE,Williams,False,2025,Australia
COL,96.577,1.0,1.0,,41.29,22.86,HARD,Alpine,False,2025,Monaco
ALO,88.332,1.0,1.0,,38.958,21.505,HARD,Aston Martin,False,2025,Monaco
HAD,111.047,1.0,1.0,,43.309,35.056,HARD,Racing Bulls,False,2025,United States
SAI,106.371,1.0,1.0,,41.68,34.39,MEDIUM,Williams,False,2025,United States
DOO,107.904,1.0,1.0,,31.857,43.743,MEDIUM,Alpine,False,2025,China
BOR,199.512,1.0,1.0,,70.904,46.596,INTERMEDIATE,Kick Sauber,False,2025,Belgium
HUL,92.788,1.0,1.0,,40.324,22.118,MEDIUM,Kick Sauber,False,2025,Monaco
DOO,105.172,1.0,1.0,,43.936,24.529,SOFT,Alpine,False,2025,Bahrain
ALB,116.94,1.0,1.0,,49.107,34.844,HARD,Williams,False,2025,United States
BEA,149.413,1.0,1.0,,32.85,61.402,INTERMEDIATE,Haas F1 Team,False,2025,Australia
GAS,109.058,1.0,1.0,,42.619,29.224,INTERMEDIATE,Alpine,False,2025,United Kingdom
HUL,87.961,1.0,1.0,,26.2,31.569,MEDIUM,Kick Sauber,False,2025,Canada
GAS,151.813,1.0,1.0,,64.893,37.486,HARD,Alpine,False,2025,Azerbaijan
LAW,90.523,1.0,1.0,,39.544,21.909,MEDIUM,Racing Bulls,False,2025,Monaco
OCO,104.831,1.0,1.0,,31.062,43.643,MEDIUM,Haas F1 Team,False,2025,China
HUL,109.482,1.0,1.0,,45.95,25.269,SOFT,Kick Sauber,False,2025,Bahrain
RUS,127.151,1.0,1.0,,29.796,60.073,MEDIUM,Mercedes,False,2025,Saudi Arabia
ALO,94.649,1.0,1.0,,36.54,23.424,SOFT,Aston Martin,False,2025,Mexico
BOR,89.36,1.0,1.0,,34.48,25.08,SOFT,Kick Sauber,False,2025,Spain
HAD,99.924,1.0,1.0,,43.484,18.244,MEDIUM,Racing Bulls,False,2025,Japan
ALO,110.468,1.0,1.0,,43.067,29.963,INTERMEDIATE,Aston Martin,False,2025,United Kingdom
HUL,147.149,1.0,1.0,,43.253,60.331,HARD,Kick Sauber,False,2025,Saudi Arabia
LAW,108.467,1.0,1.0,,45.461,25.158,MEDIUM,Racing Bulls,False,2025,Bahrain
GAS,204.447,1.0,1.0,,66.253,46.274,INTERMEDIATE,Alpine,False,2025,Belgium
RUS,92.586,1.0,1.0,,30.286,25.653,MEDIUM,Mercedes,False,2025,Qatar
STR,93.936,1.0,1.0,,32.185,29.244,HARD,Aston Martin,False,2025,Italy
LAW,198.369,1.0,1.0,,76.101,46.522,INTERMEDIATE,Racing Bulls,False,2025,Belgium
GAS,83.216,1.0,1.0,,40.271,17.23,SOFT,Alpine,False,2025,Brazil
OCO,88.381,1.0,1.0,,39.043,17.355,HARD,Haas F1 Team,False,2025,Brazil
LEC,81.699,1.0,1.0,,27.606,22.764,MEDIUM,Ferrari,False,2025,Netherlands
BOR,123.657,1.0,1.0,,43.03,48.608,MEDIUM,Kick Sauber,False,2025,China
NOR,105.566,1.0,1.0,,43.375,28.66,MEDIUM,McLaren,False,2025,Singapore
HAM,213.712,1.0,1.0,,61.046,39.267,INTERMEDIATE,Ferrari,False,2025,Belgium
LEC,101.332,1.0,1.0,,43.164,24.036,MEDIUM,Ferrari,False,2025,Bahrain
HAM,103.181,1.0,1.0,,40.721,33.679,MEDIUM,Ferrari,False,2025,United States
SAI,102.77,1.0,1.0,,43.37,24.064,SOFT,Williams,False,2025,Bahrain
HAD,94.878,1.0,1.0,,29.816,28.549,HARD,Racing Bulls,False,2025,Italy
HUL,111.473,1.0,1.0,,45.928,29.347,MEDIUM,Kick Sauber,False,2025,Singapore
HAD,117.087,1.0,1.0,,35.265,58.741,SOFT,Racing Bulls,False,2025,Austria
GAS,102.05,1.0,1.0,,42.9,24.192,SOFT,Alpine,False,2025,Bahrain
HAD,81.492,1.0,1.0,,27.213,23.147,MEDIUM,Racing Bulls,False,2025,Netherlands
RUS,82.385,1.0,1.0,,27.771,23.128,MEDIUM,Mercedes,False,2025,Netherlands
LAW,98.029,1.0,1.0,,39.405,35.128,MEDIUM,Racing Bulls,False,2025,United Arab Emirates
HAD,111.047,1.0,1.0,,43.309,35.056,HARD,Racing Bulls,False,2025,United States
HAD,81.32,1.0,1.0,,39.231,17.104,SOFT,Racing Bulls,False,2025,Brazil
VER,87.191,1.0,1.0,,39.288,17.131,HARD,Red Bull Racing,False,2025,Brazil
ALB,191.296,1.0,1.0,,84.062,47.5,INTERMEDIATE,Williams,False,2025,Belgium
ANT,103.363,1.0,1.0,,44.112,24.317,SOFT,Mercedes,False,2025,Bahrain
VER,102.249,1.0,1.0,,30.53,42.425,MEDIUM,Red Bull Racing,False,2025,China
LEC,79.556,1.0,1.0,,38.433,16.89,MEDIUM,Ferrari,False,2025,Brazil
PIA,104.08,1.0,1.0,,40.876,33.932,MEDIUM,McLaren,False,2025,United States
ANT,83.319,1.0,1.0,,24.897,30.891,MEDIUM,Mercedes,False,2025,Canada
BOR,90.149,1.0,1.0,,30.99,28.607,MEDIUM,Kick Sauber,False,2025,Italy
ALO,107.701,1.0,1.0,,42.042,34.736,MEDIUM,Aston Martin,False,2025,United States
NOR,90.05,1.0,1.0,,29.61,25.682,MEDIUM,McLaren,False,2025,Qatar
LEC,131.978,1.0,1.0,,46.019,38.067,MEDIUM,Ferrari,False,2025,United Kingdom
TSU,91.278,1.0,1.0,,31.382,28.985,MEDIUM,Red Bull Racing,False,2025,Italy
SAI,84.958,1.0,1.0,,41.38,17.082,SOFT,Williams,False,2025,Brazil
VER,100.212,1.0,1.0,,39.777,33.041,MEDIUM,Red Bull Racing,False,2025,United States
TSU,165.662,1.0,1.0,,33.152,37.433,MEDIUM,Red Bull Racing,False,2025,Saudi Arabia
LEC,94.322,1.0,1.0,,30.847,26.255,MEDIUM,Ferrari,False,2025,Qatar
NOR,100.424,1.0,1.0,,42.491,23.969,SOFT,McLaren,False,2025,Bahrain
HAD,93.119,1.0,1.0,,30.481,25.772,MEDIUM,Racing Bulls,False,2025,Qatar
RUS,104.377,1.0,1.0,,41.045,33.837,MEDIUM,Mercedes,False,2025,United States
ANT,129.232,1.0,1.0,,29.935,60.808,MEDIUM,Mercedes,False,2025,Saudi Arabia
BEA,98.391,1.0,1.0,,39.226,35.304,MEDIUM,Haas F1 Team,False,2025,United Arab Emirates
NOR,102.447,1.0,1.0,,40.436,33.432,MEDIUM,McLaren,False,2025,United States
LEC,87.394,1.0,1.0,,29.783,23.702,MEDIUM,Ferrari,False,2025,Hungary
ALB,91.479,1.0,1.0,,40.146,22.03,MEDIUM,Williams,False,2025,Monaco
LEC,88.28,1.0,1.0,,30.558,28.013,MEDIUM,Ferrari,False,2025,Italy
BOR,90.643,1.0,1.0,,26.773,32.442,HARD,Kick Sauber,False,2025,Canada
ALB,116.76,1.0,1.0,,47.458,29.737,MEDIUM,Williams,False,2025,Singapore
HUL,109.895,1.0,1.0,,34.037,43.22,MEDIUM,Kick Sauber,False,2025,China
RUS,97.687,1.0,1.0,,32.252,44.094,MEDIUM,Mercedes,False,2025,Austria
STR,88.275,1.0,1.0,,29.325,24.471,MEDIUM,Aston Martin,False,2025,Netherlands
COL,94.322,1.0,1.0,,31.813,29.284,MEDIUM,Alpine,False,2025,Italy
BOR,109.307,1.0,1.0,,45.871,25.386,MEDIUM,Kick Sauber,False,2025,Bahrain
TSU,84.873,1.0,1.0,,28.52,23.321,SOFT,Red Bull Racing,False,2025,Netherlands
ANT,105.269,1.0,1.0,,41.377,33.991,MEDIUM,Mercedes,False,2025,United States
VER,190.061,1.0,1.0,,82.808,48.558,INTERMEDIATE,Red Bull Racing,False,2025,Belgium
TSU,103.656,1.0,1.0,,31.071,42.643,MEDIUM,Racing Bulls,False,2025,China
SAI,91.809,1.0,1.0,,34.943,25.513,SOFT,Williams,False,2025,Spain
OCO,109.28,1.0,1.0,,42.379,34.882,HARD,Haas F1 Team,False,2025,United States
OCO,149.408,1.0,1.0,,43.922,61.646,MEDIUM,Haas F1 Team,False,2025,Saudi Arabia
OCO,106.156,1.0,1.0,,44.392,24.711,SOFT,Haas F1 Team,False,2025,Bahrain
HAM,108.603,1.0,1.0,,44.82,28.864,MEDIUM,Ferrari,False,2025,Singapore
BEA,109.434,1.0,1.0,,34.136,52.276,SOFT,Haas F1 Team,False,2025,Austria
VER,88.94,1.0,1.0,,29.257,25.647,MEDIUM,Red Bull Racing,False,2025,Qatar
ALB,116.94,1.0,1.0,,49.107,34.844,HARD,Williams,False,2025,United States
HUL,84.736,1.0,1.0,,41.458,17.204,MEDIUM,Kick Sauber,False,2025,Brazil
LAW,93.774,1.0,1.0,,36.797,22.65,SOFT,Racing Bulls,False,2025,Mexico
TSU,97.737,1.0,1.0,,31.87,24.586,MEDIUM,Red Bull Racing,False,2025,Hungary
RUS,193.707,1.0,1.0,,83.647,47.587,INTERMEDIATE,Mercedes,False,2025,Belgium
ANT,94.721,1.0,1.0,,40.866,22.426,HARD,Mercedes,False,2025,Monaco
