Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,Team,Deleted,Season,Race
LEC,98.477,37.0,2.0,26.37,39.536,32.571,HARD,Ferrari,False,2024,United States
ALB,73.504,37.0,2.0,17.936,33.663,21.905,HARD,Williams,False,2024,Austria
TSU,101.002,37.0,2.0,27.535,40.31,33.157,HARD,RB,False,2024,United States
GAS,84.386,37.0,3.0,27.544,28.83,28.012,HARD,Alpine,False,2024,Italy
STR,79.638,37.0,2.0,20.936,37.247,21.455,MEDIUM,Aston Martin,False,2024,Monaco
ALO,107.889,37.0,2.0,38.484,43.963,25.442,HARD,Aston Martin,False,2024,Azerbaijan
VER,82.44,37.0,2.0,28.926,32.201,21.313,HARD,Red Bull Racing,False,2024,Mexico
TSU,95.833,37.0,3.0,30.48,41.686,23.667,HARD,RB,False,2024,Bahrain
BOT,108.871,37.0,2.0,38.81,44.249,25.812,HARD,Kick Sauber,False,2024,Azerbaijan
BOT,97.602,37.0,4.0,35.295,43.564,18.743,HARD,Kick Sauber,False,2024,Japan
ZHO,83.308,37.0,1.0,29.413,32.451,21.444,HARD,Kick Sauber,False,2024,Mexico
ALB,89.576,37.0,2.0,17.965,38.521,33.09,HARD,Williams,False,2024,United Arab Emirates
PIA,86.052,37.0,3.0,22.248,45.607,18.197,INTERMEDIATE,McLaren,False,2024,Brazil
GAS,84.386,37.0,3.0,27.544,28.83,28.012,HARD,Alpine,False,2024,Italy
HAM,74.893,37.0,2.0,25.404,27.088,22.401,HARD,Mercedes,False,2024,Netherlands
OCO,100.09,37.0,2.0,26.759,40.12,33.211,HARD,Alpine,False,2024,United States
ZHO,101.738,37.0,3.0,26.919,30.947,43.872,HARD,Kick Sauber,False,2024,China
ALB,82.918,37.0,3.0,29.079,18.177,35.662,HARD,Williams,False,2024,Australia
OCO,84.181,37.0,3.0,29.887,30.466,23.828,HARD,Alpine,False,2024,Hungary
HAM,88.349,37.0,2.0,27.414,28.692,32.243,HARD,Mercedes,False,2024,Italy
RIC,100.483,37.0,2.0,32.042,41.775,26.666,INTERMEDIATE,RB,False,2024,United Kingdom
MAG,88.996,37.0,4.0,17.814,38.447,32.735,SOFT,Haas F1 Team,False,2024,United Arab Emirates
SAI,77.577,37.0,2.0,20.308,36.536,20.733,HARD,Ferrari,False,2024,Monaco
TSU,80.653,37.0,3.0,23.73,32.462,24.461,HARD,RB,False,2024,Spain
RUS,70.506,37.0,2.0,17.538,31.715,21.253,MEDIUM,Mercedes,False,2024,Austria
NOR,81.662,37.0,2.0,28.425,17.983,35.254,HARD,McLaren,False,2024,Australia
ZHO,94.132,37.0,1.0,34.806,29.49,29.836,MEDIUM,Kick Sauber,False,2024,Saudi Arabia
ALO,93.116,37.0,2.0,34.24,29.262,29.614,HARD,Aston Martin,False,2024,Saudi Arabia
SAR,108.679,37.0,3.0,31.074,48.433,29.172,HARD,Williams,False,2024,Belgium
LEC,84.077,37.0,2.0,30.167,29.985,23.925,HARD,Ferrari,False,2024,Hungary
HUL,71.794,37.0,2.0,17.852,32.179,21.763,HARD,Haas F1 Team,False,2024,Austria
ALB,108.797,37.0,3.0,30.978,48.571,29.248,HARD,Williams,False,2024,Belgium
ALB,99.632,37.0,3.0,26.877,39.882,32.873,HARD,Williams,False,2024,United States
TSU,97.419,37.0,4.0,35.247,43.293,18.879,HARD,RB,False,2024,Japan
ALO,80.993,37.0,2.0,23.7,32.695,24.598,MEDIUM,Aston Martin,False,2024,Spain
ZHO,100.161,37.0,3.0,27.284,39.92,32.957,HARD,Kick Sauber,False,2024,United States
GAS,108.25,37.0,3.0,31.179,47.973,29.098,HARD,Alpine,False,2024,Belgium
PER,84.5,37.0,2.0,29.951,30.806,23.743,MEDIUM,Red Bull Racing,False,2024,Hungary
HAM,97.938,37.0,2.0,29.004,41.766,27.168,HARD,Mercedes,False,2024,Singapore
TSU,110.004,37.0,2.0,31.118,49.637,29.249,SOFT,RB,False,2024,Belgium
OCO,96.58,37.0,3.0,31.059,41.755,23.766,HARD,Alpine,False,2024,Bahrain
OCO,75.566,37.0,2.0,25.787,27.091,22.688,HARD,Alpine,False,2024,Netherlands
PIA,98.49,37.0,2.0,26.461,39.572,32.457,HARD,McLaren,False,2024,United States
SAI,100.432,37.0,2.0,31.728,41.435,27.269,INTERMEDIATE,Ferrari,False,2024,United Kingdom
NOR,79.225,37.0,2.0,23.544,31.916,23.765,MEDIUM,McLaren,False,2024,Spain
MAG,81.795,37.0,2.0,28.631,31.951,21.213,HARD,Haas F1 Team,False,2024,Mexico
HUL,86.971,37.0,3.0,26.067,27.772,33.132,INTERMEDIATE,Haas F1 Team,False,2024,Canada
SAR,76.484,37.0,2.0,25.849,27.788,22.847,HARD,Williams,False,2024,Netherlands
ALB,117.632,37.0,3.0,52.093,41.867,23.672,HARD,Williams,False,2024,Bahrain
ALB,93.939,37.0,2.0,34.692,29.501,29.746,HARD,Williams,False,2024,Saudi Arabia
RUS,107.809,37.0,2.0,38.681,43.818,25.31,HARD,Mercedes,False,2024,Azerbaijan
LEC,92.674,37.0,2.0,33.871,29.276,29.527,HARD,Ferrari,False,2024,Saudi Arabia
BOT,100.815,37.0,2.0,26.963,40.336,33.516,HARD,Kick Sauber,False,2024,United States
MAG,83.95,37.0,2.0,27.628,28.563,27.759,HARD,Haas F1 Team,False,2024,Italy
RIC,85.095,37.0,2.0,27.58,29.089,28.426,HARD,RB,False,2024,Italy
VER,84.491,37.0,2.0,30.045,30.586,23.86,HARD,Red Bull Racing,False,2024,Hungary
PER,71.355,37.0,2.0,17.809,31.968,21.578,HARD,Red Bull Racing,False,2024,Austria
MAG,97.662,37.0,3.0,35.455,43.443,18.764,HARD,Haas F1 Team,False,2024,Japan
SAR,94.228,37.0,2.0,34.96,29.684,29.584,HARD,Williams,False,2024,Saudi Arabia
SAR,80.402,37.0,3.0,23.747,32.372,24.283,HARD,Williams,False,2024,Spain
ZHO,129.664,37.0,3.0,51.665,31.286,46.713,HARD,Kick Sauber,False,2024,Qatar
LAW,88.046,37.0,3.0,22.736,46.74,18.57,INTERMEDIATE,RB,False,2024,Brazil
HUL,99.39,37.0,2.0,26.561,39.83,32.999,HARD,Haas F1 Team,False,2024,United States
LEC,98.477,37.0,2.0,26.37,39.536,32.571,HARD,Ferrari,False,2024,United States
RUS,95.481,37.0,3.0,30.566,41.586,23.329,HARD,Mercedes,False,2024,Bahrain
ALO,70.871,37.0,3.0,17.416,31.982,21.473,HARD,Aston Martin,False,2024,Austria
LEC,80.831,37.0,2.0,28.574,31.407,20.85,HARD,Ferrari,False,2024,Mexico
HAM,86.863,37.0,2.0,25.753,27.78,33.33,INTERMEDIATE,Mercedes,False,2024,Canada
TSU,89.144,37.0,3.0,35.017,18.451,35.676,HARD,RB,False,2024,Australia
HAM,95.597,37.0,3.0,30.384,41.575,23.638,HARD,Mercedes,False,2024,Bahrain
